ID_cliente,Cancelacion,Genero,Adulto_Mayor,Asociado,Dependientes,Antigüedad,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_En_Linea,Respaldo_En_Linea,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
4484-GLZOU,True,Femenino,False,True,False,52,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,105.05,5624.85,3.502
4486-EFAEB,False,Masculino,False,False,False,13,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque electronico,20.4,251.65,0.68
4487-ZYJZK,False,Femenino,False,True,True,38,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Tarjeta de credito (automatica),19.6,763.1,0.653
4488-KQFDT,False,Femenino,False,False,False,61,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,True,Cheque electronico,103.95,6423.0,3.465
4488-PSYCG,True,Masculino,False,False,False,16,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Transferencia bancaria (automatica),20.25,327.45,0.675
4489-SNOJF,True,Femenino,False,True,True,35,True,Si,DSL,Si,No,Si,Si,Si,No,Mes a mes,False,Cheque electronico,72.25,2568.55,2.408
4495-LHSSK,False,Femenino,False,False,True,18,True,Si,DSL,Si,No,No,No,No,No,Mes a mes,False,Cheque por correo,57.65,992.7,1.922
4498-WRAJX,True,Masculino,True,True,True,71,True,Si,Fibra optica,Si,Si,No,No,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),105.1,7548.1,3.503
4500-HKANN,False,Masculino,False,True,True,23,True,Si,DSL,No,Si,No,Si,No,No,Dos años,False,Cheque por correo,59.7,1414.2,1.99
4501-EQDRN,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),69.7,69.7,2.323
4501-UYKBC,False,Femenino,True,False,False,46,True,Si,DSL,No,No,Si,Si,No,Si,Un año,True,Tarjeta de credito (automatica),69.1,3255.35,2.303
4501-VCPFK,False,Masculino,False,False,False,26,False,Sin servicio telefonico,DSL,No,No,Si,Si,No,No,Mes a mes,False,Cheque electronico,35.75,1022.5,1.192
4503-BDXBD,True,Masculino,False,False,False,11,True,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,False,Cheque electronico,74.95,815.5,2.498
4504-YOULA,False,Femenino,False,True,True,35,True,Si,DSL,Si,Si,No,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),59.45,2136.9,1.982
4505-EXZHB,True,Femenino,True,False,False,6,True,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,False,Cheque electronico,74.4,434.1,2.48
4508-OEBEY,False,Masculino,False,True,False,31,True,No,DSL,Si,Si,Si,Si,No,Si,Un año,True,Tarjeta de credito (automatica),75.5,2424.45,2.517
4510-HIMLV,True,Masculino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,69.8,69.8,2.327
4510-PYUSH,True,Femenino,True,False,False,38,True,No,DSL,Si,Si,No,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),57.15,2250.65,1.905
4512-ZUIYL,True,Femenino,False,False,False,2,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),70.0,153.05,2.333
4513-CXYIX,False,Femenino,True,True,False,71,True,Si,Fibra optica,Si,No,No,No,No,No,Dos años,True,Tarjeta de credito (automatica),80.7,5676.0,2.69
4514-GFCFI,True,Femenino,True,False,False,16,True,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Cheque electronico,84.75,1350.15,2.825
4518-FZBSX,False,Masculino,False,True,True,42,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,20.25,854.9,0.675
4521-WFJAI,False,Masculino,False,False,False,56,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),25.95,1444.05,0.865
4521-YEEHE,False,Femenino,False,True,False,18,True,Si,Fibra optica,No,No,No,Si,Si,No,Mes a mes,True,Cheque electronico,88.85,1594.75,2.962
4522-AKYLR,False,Femenino,True,False,False,13,True,No,DSL,No,Si,Si,No,No,No,Mes a mes,True,Cheque electronico,54.8,731.3,1.827
4522-XRWWI,False,Masculino,False,True,False,42,True,Si,DSL,Si,No,No,Si,Si,Si,Un año,False,Tarjeta de credito (automatica),80.45,3375.9,2.682
4523-WXCEF,True,Femenino,False,True,False,59,True,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,False,Cheque electronico,101.1,6039.9,3.37
4524-QCSSM,False,Masculino,False,False,False,26,False,Sin servicio telefonico,DSL,Si,Si,No,No,No,Si,Mes a mes,True,Transferencia bancaria (automatica),44.65,1156.55,1.488
4525-VZCZG,False,Masculino,False,False,True,54,True,No,Fibra optica,Si,Si,No,Si,Si,Si,Un año,True,Cheque electronico,105.85,5826.65,3.528
4526-EXKKN,False,Masculino,False,False,False,40,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Cheque por correo,24.6,973.95,0.82
4526-RMTLL,False,Masculino,False,True,True,8,True,Si,DSL,Si,Si,No,Si,No,Si,Dos años,True,Tarjeta de credito (automatica),76.15,645.8,2.538
4526-ZJJTM,False,Femenino,True,True,False,25,True,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,False,Transferencia bancaria (automatica),88.4,2191.15,2.947
4529-CKBCL,True,Femenino,False,False,False,2,True,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Cheque electronico,80.2,146.05,2.673
4530-NDRKU,False,Femenino,False,True,True,42,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,True,Cheque electronico,19.05,761.85,0.635
4531-AUZNK,False,Femenino,False,True,True,51,True,Si,Fibra optica,Si,No,No,Si,Si,No,Un año,True,Cheque por correo,95.15,5000.05,3.172
4534-WGCIR,False,Femenino,False,True,True,58,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),25.15,1509.9,0.838
4536-IPCKQ,True,Masculino,False,False,False,56,True,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,False,Cheque electronico,98.6,5581.05,3.287
4536-PLEQY,False,Masculino,False,True,False,12,True,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,True,Tarjeta de credito (automatica),85.05,999.8,2.835
4537-CIBHB,False,Femenino,False,True,True,9,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,20.25,172.35,0.675
4537-DKTAL,False,Femenino,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,45.55,84.4,1.518
4538-WNTMJ,False,Femenino,False,True,True,46,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,24.95,1165.9,0.832
4541-RMRLG,True,Masculino,False,False,False,7,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque electronico,19.25,112.3,0.642
4544-RXFMG,False,Masculino,False,True,True,8,True,No,DSL,No,No,No,No,No,No,Un año,True,Cheque por correo,43.45,345.5,1.448
4546-FOKWR,False,Femenino,False,False,False,16,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Tarjeta de credito (automatica),74.75,1129.35,2.492
4547-FZJWE,False,Masculino,False,True,True,55,True,No,DSL,Si,No,No,No,No,Si,Un año,False,Tarjeta de credito (automatica),59.45,3157.0,1.982
4547-KQRTM,True,Femenino,False,False,False,10,True,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,True,Transferencia bancaria (automatica),80.05,830.7,2.668
4547-LYTDD,True,Femenino,False,False,False,16,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,72.65,1194.3,2.422
4548-SDBKE,True,Femenino,False,False,False,5,True,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Cheque electronico,85.2,474.8,2.84
4549-ZDQYY,False,Femenino,False,False,False,52,True,No,DSL,Si,No,Si,Si,No,No,Un año,False,Tarjeta de credito (automatica),57.95,3042.25,1.932
4550-EVXNY,True,Femenino,False,False,True,1,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,69.65,69.65,2.322
4550-VBOFE,True,Masculino,True,True,False,70,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,102.95,7101.5,3.432
4553-DVPZG,False,Femenino,False,True,False,62,True,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Cheque electronico,101.35,6164.7,3.378
4554-YGZIH,True,Masculino,True,True,False,49,True,Si,Fibra optica,No,Si,No,No,No,Si,Mes a mes,False,Tarjeta de credito (automatica),90.05,4547.25,3.002
4555-YIGPD,True,Femenino,False,False,True,4,False,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Mes a mes,True,Cheque por correo,57.2,223.75,1.907
4558-CGYCZ,False,Masculino,False,False,False,4,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,19.75,78.3,0.658
4558-FANTW,True,Femenino,False,True,True,17,True,No,Fibra optica,Si,No,No,Si,Si,No,Mes a mes,False,Cheque electronico,91.85,1574.45,3.062
4559-UWIHT,False,Masculino,False,True,False,14,True,Si,Fibra optica,No,Si,Si,No,No,No,Mes a mes,True,Cheque electronico,82.65,1185.0,2.755
4560-WQAQW,False,Femenino,False,False,False,59,True,Si,DSL,Si,No,No,Si,No,Si,Un año,False,Transferencia bancaria (automatica),68.7,4070.95,2.29
4565-EVZMJ,False,Femenino,False,False,False,47,True,No,DSL,Si,Si,No,Si,No,No,Un año,True,Cheque por correo,58.9,2813.05,1.963
4565-NLZBV,False,Femenino,False,True,False,71,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),24.65,1710.15,0.822
4566-GOLUK,True,Masculino,False,True,True,47,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,True,Transferencia bancaria (automatica),107.35,5118.95,3.578
4566-NECEV,False,Masculino,False,False,False,5,True,Si,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,False,Cheque electronico,96.55,500.1,3.218
4566-QVRRW,True,Femenino,False,True,False,11,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,44.05,483.7,1.468
4567-AKPIA,False,Femenino,False,True,True,41,True,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un año,True,Transferencia bancaria (automatica),109.1,4454.25,3.637
4568-KNYWR,False,Masculino,False,False,False,52,True,No,DSL,Si,Si,No,No,Si,No,Dos años,True,Tarjeta de credito (automatica),63.25,3342.45,2.108
4568-TTZRT,False,Masculino,False,False,False,9,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.4,181.8,0.68
4570-QHXHL,False,Femenino,False,False,False,9,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,43.75,405.7,1.458
4572-DVCGN,True,Femenino,False,False,False,10,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Transferencia bancaria (automatica),80.25,846.0,2.675
4573-JKNAE,False,Masculino,False,False,True,12,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),19.35,212.3,0.645
4576-CSAJH,True,Masculino,False,False,False,22,True,No,DSL,No,Si,No,Si,No,No,Un año,True,Tarjeta de credito (automatica),55.15,1193.05,1.838
4578-PHJYZ,False,Masculino,False,True,True,52,True,No,DSL,No,Si,Si,Si,Si,No,Un año,True,Cheque electronico,68.75,3482.85,2.292
4580-TMHJU,True,Femenino,False,True,True,43,True,No,DSL,No,No,No,No,Si,No,Mes a mes,False,Cheque electronico,56.15,2499.3,1.872
4581-LNWUM,False,Femenino,False,False,False,13,False,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mes a mes,False,Cheque electronico,49.15,649.4,1.638
4581-SSPWD,True,Femenino,False,False,False,3,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,75.8,246.3,2.527
4583-PARNH,False,Masculino,True,True,False,16,True,No,Fibra optica,No,No,Si,Si,No,Si,Mes a mes,True,Cheque electronico,91.55,1540.05,3.052
4584-LBNMK,False,Masculino,True,True,False,45,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Tarjeta de credito (automatica),24.7,1174.35,0.823
4585-HETAI,True,Femenino,False,True,True,4,True,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,True,Cheque electronico,73.75,325.45,2.458
4585-XOMAN,True,Masculino,True,True,False,34,True,No,Fibra optica,No,No,Si,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),85.2,2874.45,2.84
4587-NUKOX,True,Femenino,False,False,False,3,True,No,Fibra optica,Si,Si,No,No,No,No,Mes a mes,True,Cheque electronico,79.1,246.5,2.637
4587-VVTOX,True,Femenino,False,True,False,6,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,105.3,545.2,3.51
4588-YBNIB,True,Femenino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,19.6,19.6,0.653
4589-IUAJB,False,Masculino,False,True,False,70,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),24.25,1724.15,0.808
4592-IWTJI,True,Femenino,False,True,True,3,False,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,False,Tarjeta de credito (automatica),29.7,91.7,0.99
4597-ELFTS,True,Masculino,False,False,False,56,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque electronico,24.9,1334.0,0.83
4597-NUCQV,True,Masculino,True,False,False,24,True,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,True,Cheque electronico,101.25,2440.15,3.375
4598-XLKNJ,True,Femenino,True,True,False,25,True,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,98.5,2514.5,3.283
4598-ZADCK,False,Femenino,False,False,False,53,False,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,No,Un año,True,Cheque electronico,53.6,2879.2,1.787
4603-FDONU,True,Femenino,False,True,True,32,False,Sin servicio telefonico,DSL,Si,Si,No,No,No,No,Mes a mes,True,Cheque electronico,35.15,1051.05,1.172
4603-JANFB,True,Masculino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,69.85,69.85,2.328
4607-CHPCA,True,Masculino,False,True,True,25,True,No,Fibra optica,No,No,No,No,Si,Si,Un año,True,Cheque electronico,90.4,2178.6,3.013
4608-LCIMN,False,Masculino,False,True,True,8,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Transferencia bancaria (automatica),44.65,369.15,1.488
4609-KNNWG,False,Femenino,False,True,True,27,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,19.9,550.1,0.663
4610-WUVVT,True,Masculino,True,True,True,46,True,Si,Fibra optica,Si,Si,Si,No,Si,No,Mes a mes,True,Cheque electronico,100.7,4541.2,3.357
4611-ANLQC,False,Femenino,False,True,False,60,False,Sin servicio telefonico,DSL,Si,Si,Si,No,No,Si,Un año,False,Cheque electronico,50.05,2911.5,1.668
4612-SSVHJ,False,Femenino,True,False,False,20,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,81.45,1671.6,2.715
4612-THJBS,True,Femenino,True,False,False,56,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,True,Transferencia bancaria (automatica),104.75,5510.65,3.492
4614-NUVZD,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,81.1,81.1,2.703
4615-PIVVU,False,Femenino,False,False,False,42,True,No,DSL,No,No,Si,Si,No,Si,Dos años,False,Tarjeta de credito (automatica),66.5,2762.75,2.217
4616-EWBNJ,False,Femenino,False,False,False,16,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Transferencia bancaria (automatica),20.1,318.6,0.67
4616-ULAOA,False,Femenino,False,True,True,65,True,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),110.8,7245.9,3.693
4619-EVPHY,False,Femenino,True,True,False,20,True,No,Fibra optica,No,No,No,No,Si,Si,Un año,True,Transferencia bancaria (automatica),91.0,1859.5,3.033
4622-YNKIJ,False,Masculino,False,False,False,33,True,No,Fibra optica,Si,No,No,Si,Si,No,Dos años,True,Cheque electronico,88.95,3027.65,2.965
4623-ZKHLY,False,Masculino,False,True,False,22,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Transferencia bancaria (automatica),20.45,471.55,0.682
4625-EWPTF,True,Masculino,False,False,False,8,False,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,True,Cheque electronico,30.45,226.45,1.015
4625-LAMOB,False,Masculino,False,False,False,44,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),20.4,905.55,0.68
4625-XMOYM,False,Femenino,False,True,True,72,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),26.25,1988.05,0.875
4626-GYCZP,True,Masculino,False,False,False,7,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,93.85,635.6,3.128
4626-JYHAY,True,Femenino,True,False,False,20,True,Si,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,True,Cheque electronico,94.1,1782.4,3.137
4626-OZDTJ,False,Femenino,False,True,False,51,True,Si,DSL,No,Si,No,Si,Si,Si,Un año,True,Tarjeta de credito (automatica),78.65,3950.85,2.622
4627-MIHJH,False,Femenino,True,False,False,69,True,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,False,Tarjeta de credito (automatica),110.25,7467.55,3.675
4628-CTTLA,True,Masculino,False,False,False,57,False,Sin servicio telefonico,DSL,No,Si,No,No,Si,No,Mes a mes,True,Cheque electronico,39.3,2111.45,1.31
4628-WQCQQ,True,Masculino,False,False,True,35,True,No,Fibra optica,No,No,Si,No,Si,No,Un año,True,Cheque electronico,85.15,3030.6,2.838
4629-NRXKX,True,Femenino,False,True,True,2,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,70.4,147.15,2.347
4631-OACRM,True,Masculino,True,False,False,15,True,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,79.4,1156.1,2.647
4632-PAOYU,False,Masculino,False,True,True,22,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,19.95,433.5,0.665
4632-XJMEX,False,Masculino,False,False,True,53,True,No,DSL,Si,Si,No,Si,No,No,Un año,False,Tarjeta de credito (automatica),62.85,3419.5,2.095
4633-MKHYU,False,Femenino,False,False,False,9,True,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque por correo,88.4,788.6,2.947
4634-JLRJT,False,Femenino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,20.35,20.35,0.678
4635-EJYPD,False,Masculino,False,True,True,32,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,18.95,613.95,0.632
4636-JGAAI,False,Masculino,False,True,False,34,True,Si,Fibra optica,No,Si,No,No,No,Si,Mes a mes,False,Cheque por correo,88.85,3000.25,2.962
4636-OLWOE,False,Masculino,False,False,True,54,True,No,DSL,No,Si,Si,Si,No,No,Un año,True,Cheque electronico,61.0,3283.05,2.033
4636-QRJKY,True,Femenino,False,True,True,6,True,Si,Fibra optica,No,No,No,Si,No,No,Mes a mes,True,Cheque electronico,80.5,502.85,2.683
4636-TVXVG,False,Masculino,False,True,True,62,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Transferencia bancaria (automatica),19.95,1244.8,0.665
4640-UHDOS,True,Femenino,False,True,True,13,True,No,DSL,No,No,No,No,No,Si,Mes a mes,False,Cheque electronico,55.95,734.35,1.865
4641-FROLU,False,Femenino,False,True,True,30,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,19.3,602.9,0.643
4644-OBGFZ,False,Masculino,False,True,True,55,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,19.5,1026.35,0.65
4644-PIZRT,False,Masculino,False,True,True,17,True,Si,DSL,Si,No,Si,No,Si,No,Un año,True,Transferencia bancaria (automatica),70.35,1201.65,2.345
4646-QZXTF,False,Femenino,False,True,False,7,True,No,DSL,Si,No,Si,Si,Si,Si,Mes a mes,False,Transferencia bancaria (automatica),81.25,580.1,2.708
4647-MUZON,False,Femenino,False,True,False,18,True,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),95.95,1745.5,3.198
4647-XXZAM,False,Femenino,False,True,True,6,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque por correo,45.5,285.2,1.517
4648-YPBTM,False,Masculino,False,False,False,53,True,Si,DSL,No,Si,Si,Si,No,Si,Dos años,True,Transferencia bancaria (automatica),73.9,3958.25,2.463
4652-NNHNY,True,Masculino,False,True,False,16,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Transferencia bancaria (automatica),73.85,1284.2,2.462
4652-ODEVH,False,Masculino,False,True,True,45,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,24.45,1088.25,0.815
4654-DLAMQ,False,Femenino,True,True,False,64,True,No,Fibra optica,Si,Si,Si,No,No,Si,Un año,False,Transferencia bancaria (automatica),97.0,6430.9,3.233
4654-GGUII,False,Femenino,False,False,False,18,False,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Un año,True,Cheque por correo,40.2,711.95,1.34
4654-ULTTN,False,Masculino,False,True,False,70,True,Si,DSL,Si,No,Si,Si,No,Si,Dos años,True,Tarjeta de credito (automatica),74.8,5315.8,2.493
4656-CAURT,False,Masculino,False,False,False,69,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),23.95,1713.1,0.798
4657-FWVFY,False,Femenino,False,True,True,40,True,Si,Fibra optica,No,Si,Si,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),96.35,3915.4,3.212
4658-HCOHW,True,Femenino,False,True,True,21,True,No,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,True,Cheque electronico,102.8,2110.15,3.427
4659-NZRUF,True,Femenino,False,False,False,19,True,Si,Fibra optica,Si,Si,No,No,No,Si,Mes a mes,True,Cheque electronico,95.15,1789.25,3.172
4660-IRIBM,False,Masculino,False,True,True,18,True,No,Fibra optica,Si,No,Si,No,Si,No,Mes a mes,True,Cheque por correo,87.9,1500.5,2.93
4661-NJEUX,False,Masculino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,20.05,20.05,0.668
4662-EKDPQ,True,Masculino,False,False,False,2,True,Si,DSL,No,No,No,No,No,Si,Mes a mes,False,Transferencia bancaria (automatica),62.05,118.3,2.068
4664-NJCMS,False,Femenino,False,True,False,33,False,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos años,False,Transferencia bancaria (automatica),59.55,2016.3,1.985
4667-OHGKG,True,Masculino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,19.3,19.3,0.643
4667-QONEA,False,Femenino,True,True,True,60,True,No,DSL,Si,Si,Si,Si,No,Si,Un año,True,Tarjeta de credito (automatica),74.85,4456.35,2.495
4670-TABXH,False,Masculino,False,True,False,72,True,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),109.75,7758.9,3.658
4671-LXRDQ,True,Masculino,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,45.0,96.45,1.5
4671-VJLCL,False,Femenino,False,False,False,63,True,Si,DSL,Si,Si,Si,Si,Si,No,Dos años,True,Tarjeta de credito (automatica),79.85,4861.45,2.662
4672-FOTSD,False,Masculino,False,False,False,12,True,Si,DSL,Si,Si,No,Si,No,No,Mes a mes,True,Cheque electronico,67.25,832.3,2.242
4673-KKSLS,False,Femenino,False,False,False,31,True,No,Fibra optica,Si,No,Si,Si,No,No,Mes a mes,False,Cheque electronico,87.6,2724.25,2.92
4674-HGNUA,False,Masculino,False,True,True,71,True,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,False,Tarjeta de credito (automatica),89.9,6457.15,2.997
4674-LRJIC,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,False,Cheque electronico,94.4,94.4,3.147
4676-MQUEA,False,Masculino,True,True,False,50,True,Si,Fibra optica,Si,Si,Si,No,Si,No,Un año,True,Transferencia bancaria (automatica),101.9,5265.5,3.397
